COD_UBIC_P,DESC_LINEA,COD_VARIAN,X,Y,DESC_VARIA,tipo_dia,cod_variante,frecuencia,cod_ubic_parada,hora,dia_anterior
655,495,4513,561737.952187328,6141791.33807385,A,1,4513,300,655,35,N
655,495,4513,561737.952187328,6141791.33807385,A,2,4513,300,655,35,N
4704,495,4513,561906.758244128,6141687.5824601,A,3,4513,300,4704,35,N
4704,495,4513,561906.758244128,6141687.5824601,A,1,4513,300,4704,35,N
4704,495,4513,561906.758244128,6141687.5824601,A,2,4513,300,4704,35,N
5819,495,4513,561526.172657221,6141922.15831056,A,3,4513,300,5819,35,N
5819,495,4513,561526.172657221,6141922.15831056,A,1,4513,300,5819,35,N
5819,495,4513,561526.172657221,6141922.15831056,A,2,4513,300,5819,35,N
657,495,4513,562129.836547269,6141539.45262267,A,3,4513,300,657,36,N
657,495,4513,562129.836547269,6141539.45262267,A,1,4513,300,657,36,N
657,495,4513,562129.836547269,6141539.45262267,A,2,4513,300,657,36,N
659,495,4513,562316.900139097,6141419.2116437,A,3,4513,300,659,36,N
659,495,4513,562316.900139097,6141419.2116437,A,1,4513,300,659,36,N
659,495,4513,562316.900139097,6141419.2116437,A,2,4513,300,659,36,N
670,495,4513,562638.557975306,6141737.05421864,A,3,4513,300,670,37,N
670,495,4513,562638.557975306,6141737.05421864,A,1,4513,300,670,37,N
670,495,4513,562638.557975306,6141737.05421864,A,2,4513,300,670,37,N
673,495,4513,563287.07933,6142044.25005,A,3,4513,300,673,38,N
673,495,4513,563287.07933,6142044.25005,A,1,4513,300,673,38,N
673,495,4513,563287.07933,6142044.25005,A,2,4513,300,673,38,N
4732,495,4513,562934.463903631,6142004.32644434,A,3,4513,300,4732,38,N
4732,495,4513,562934.463903631,6142004.32644434,A,1,4513,300,4732,38,N
4732,495,4513,562934.463903631,6142004.32644434,A,2,4513,300,4732,38,N
706,495,4513,564134.18583,6142639.46553,A,3,4513,300,706,40,N
706,495,4513,564134.18583,6142639.46553,A,1,4513,300,706,40,N
706,495,4513,564134.18583,6142639.46553,A,2,4513,300,706,40,N
4751,495,4513,563899.58614,6142471.4947,A,3,4513,300,4751,40,N
4751,495,4513,563899.58614,6142471.4947,A,1,4513,300,4751,40,N
4751,495,4513,563899.58614,6142471.4947,A,2,4513,300,4751,40,N
708,495,4513,564407.124090097,6142831.71783493,A,3,4513,300,708,41,N
708,495,4513,564407.124090097,6142831.71783493,A,1,4513,300,708,41,N
708,495,4513,564407.124090097,6142831.71783493,A,2,4513,300,708,41,N
710,495,4513,564807.572895953,6143119.03880926,A,3,4513,300,710,41,N
710,495,4513,564807.572895953,6143119.03880926,A,1,4513,300,710,41,N
710,495,4513,564807.572895953,6143119.03880926,A,2,4513,300,710,41,N
5039,495,4513,564573.567256136,6142951.72576986,A,3,4513,300,5039,41,N
5039,495,4513,564573.567256136,6142951.72576986,A,1,4513,300,5039,41,N
5039,495,4513,564573.567256136,6142951.72576986,A,2,4513,300,5039,41,N
592,495,4513,565229.682325044,6143527.27600987,A,3,4513,300,592,42,N
592,495,4513,565229.682325044,6143527.27600987,A,1,4513,300,592,42,N
592,495,4513,565229.682325044,6143527.27600987,A,2,4513,300,592,42,N
711,495,4513,565034.418298642,6143320.43050387,A,3,4513,300,711,42,N
711,495,4513,565034.418298642,6143320.43050387,A,1,4513,300,711,42,N
711,495,4513,565034.418298642,6143320.43050387,A,2,4513,300,711,42,N
4731,495,4513,565172.32821,6143466.90418,A,3,4513,300,4731,42,N
4731,495,4513,565172.32821,6143466.90418,A,1,4513,300,4731,42,N
4731,495,4513,565172.32821,6143466.90418,A,2,4513,300,4731,42,N
588,495,4513,565594.237167699,6143900.95298293,A,3,4513,300,588,43,N
588,495,4513,565594.237167699,6143900.95298293,A,1,4513,300,588,43,N
588,495,4513,565594.237167699,6143900.95298293,A,2,4513,300,588,43,N
590,495,4513,565432.264348321,6143735.37080945,A,3,4513,300,590,43,N
590,495,4513,565432.264348321,6143735.37080945,A,1,4513,300,590,43,N
590,495,4513,565432.264348321,6143735.37080945,A,2,4513,300,590,43,N
586,495,4513,565838.50562,6144158.47673,A,3,4513,300,586,44,N
586,495,4513,565838.50562,6144158.47673,A,1,4513,300,586,44,N
586,495,4513,565838.50562,6144158.47673,A,2,4513,300,586,44,N
584,495,4513,566275.200253397,6144618.68791103,A,3,4513,300,584,45,N
584,495,4513,566275.200253397,6144618.68791103,A,1,4513,300,584,45,N
584,495,4513,566275.200253397,6144618.68791103,A,2,4513,300,584,45,N
4135,495,4513,566237.81364,6145022.85857,A,3,4513,300,4135,46,N
4135,495,4513,566237.81364,6145022.85857,A,1,4513,300,4135,46,N
4135,495,4513,566237.81364,6145022.85857,A,2,4513,300,4135,46,N
4136,495,4513,566492.474255478,6144879.31227824,A,3,4513,300,4136,47,N
4136,495,4513,566492.474255478,6144879.31227824,A,1,4513,300,4136,47,N
4136,495,4513,566492.474255478,6144879.31227824,A,2,4513,300,4136,47,N
868,495,4513,566889.77482226,6144745.59416922,A,3,4513,300,868,48,N
868,495,4513,566889.77482226,6144745.59416922,A,1,4513,300,868,48,N
868,495,4513,566889.77482226,6144745.59416922,A,2,4513,300,868,48,N
869,495,4513,567038.84981,6144689.7802,A,3,4513,300,869,48,N
869,495,4513,567038.84981,6144689.7802,A,1,4513,300,869,48,N
869,495,4513,567038.84981,6144689.7802,A,2,4513,300,869,48,N
878,495,4513,567527.8807,6144724.4942,A,3,4513,300,878,49,N
878,495,4513,567527.8807,6144724.4942,A,1,4513,300,878,49,N
878,495,4513,567527.8807,6144724.4942,A,2,4513,300,878,49,N
879,495,4513,567745.959782924,6144788.3980707,A,1,4513,300,879,49,N
879,495,4513,567745.959782924,6144788.3980707,A,2,4513,300,879,49,N
883,495,4513,567372.65856,6144676.81745,A,3,4513,300,883,49,N
883,495,4513,567372.65856,6144676.81745,A,1,4513,300,883,49,N
883,495,4513,567372.65856,6144676.81745,A,2,4513,300,883,49,N
879,495,4513,567745.959782924,6144788.3980707,A,3,4513,300,879,50,N
880,495,4513,567962.51185,6144864.48327,A,3,4513,300,880,50,N
880,495,4513,567962.51185,6144864.48327,A,1,4513,300,880,50,N
880,495,4513,567962.51185,6144864.48327,A,2,4513,300,880,50,N
903,495,4513,568397.68767386,6144783.60383548,A,3,4513,300,903,51,N
903,495,4513,568397.68767386,6144783.60383548,A,1,4513,300,903,51,N
903,495,4513,568397.68767386,6144783.60383548,A,2,4513,300,903,51,N
5949,495,4513,568502.126230822,6144586.32416957,A,1,4513,300,5949,51,N
5949,495,4513,568502.126230822,6144586.32416957,A,2,4513,300,5949,51,N
5949,495,4513,568502.126230822,6144586.32416957,A,3,4513,300,5949,52,N
5950,495,4513,568872.775503188,6144323.84295795,A,1,4513,300,5950,52,N
5950,495,4513,568872.775503188,6144323.84295795,A,2,4513,300,5950,52,N
5969,495,4513,568688.443234535,6144451.61027741,A,1,4513,300,5969,52,N
5969,495,4513,568688.443234535,6144451.61027741,A,2,4513,300,5969,52,N
5950,495,4513,568872.775503188,6144323.84295795,A,3,4513,300,5950,53,N
5951,495,4513,569157.336892349,6144127.10609518,A,1,4513,300,5951,53,N
5951,495,4513,569157.336892349,6144127.10609518,A,2,4513,300,5951,53,N
5952,495,4513,569321.142931265,6144016.04171649,A,1,4513,300,5952,53,N
5952,495,4513,569321.142931265,6144016.04171649,A,2,4513,300,5952,53,N
5969,495,4513,568688.443234535,6144451.61027741,A,3,4513,300,5969,53,N
5951,495,4513,569157.336892349,6144127.10609518,A,3,4513,300,5951,54,N
5952,495,4513,569321.142931265,6144016.04171649,A,3,4513,300,5952,54,N
5953,495,4513,569602.909913213,6143815.75078272,A,1,4513,300,5953,54,N
5953,495,4513,569602.909913213,6143815.75078272,A,2,4513,300,5953,54,N
5992,495,4513,569447.852486687,6143923.17456781,A,1,4513,300,5992,54,N
5992,495,4513,569447.852486687,6143923.17456781,A,2,4513,300,5992,54,N
5953,495,4513,569602.909913213,6143815.75078272,A,3,4513,300,5953,55,N
5954,495,4513,569933.616392507,6143584.52914828,A,1,4513,300,5954,55,N
5954,495,4513,569933.616392507,6143584.52914828,A,2,4513,300,5954,55,N
5992,495,4513,569447.852486687,6143923.17456781,A,3,4513,300,5992,55,N
6838,495,4513,569771.136747246,6143704.70702972,A,1,4513,300,6838,55,N
6838,495,4513,569771.136747246,6143704.70702972,A,2,4513,300,6838,55,N
5954,495,4513,569933.616392507,6143584.52914828,A,3,4513,300,5954,56,N
5955,495,4513,570176.994529182,6143415.57857634,A,1,4513,300,5955,56,N
5955,495,4513,570176.994529182,6143415.57857634,A,2,4513,300,5955,56,N
5970,495,4513,570368.521462427,6143285.82652183,A,1,4513,300,5970,56,N
5970,495,4513,570368.521462427,6143285.82652183,A,2,4513,300,5970,56,N
6838,495,4513,569771.136747246,6143704.70702972,A,3,4513,300,6838,56,N
5955,495,4513,570176.994529182,6143415.57857634,A,3,4513,300,5955,57,N
5956,495,4513,570540.201045076,6143163.51722378,A,1,4513,300,5956,57,N
5956,495,4513,570540.201045076,6143163.51722378,A,2,4513,300,5956,57,N
5957,495,4513,570813.474253585,6142967.02845289,A,1,4513,300,5957,57,N
5957,495,4513,570813.474253585,6142967.02845289,A,2,4513,300,5957,57,N
5970,495,4513,570368.521462427,6143285.82652183,A,3,4513,300,5970,57,N
5956,495,4513,570540.201045076,6143163.51722378,A,3,4513,300,5956,58,N
5957,495,4513,570813.474253585,6142967.02845289,A,3,4513,300,5957,58,N
5958,495,4513,571070.249351912,6142778.60266818,A,1,4513,300,5958,58,N
5958,495,4513,571070.249351912,6142778.60266818,A,2,4513,300,5958,58,N
1568,495,4513,571251.74444,6142638.65594,A,1,4513,300,1568,59,N
1568,495,4513,571251.74444,6142638.65594,A,2,4513,300,1568,59,N
1569,495,4513,571440.096024288,6142448.55081843,A,1,4513,300,1569,59,N
1569,495,4513,571440.096024288,6142448.55081843,A,2,4513,300,1569,59,N
5958,495,4513,571070.249351912,6142778.60266818,A,3,4513,300,5958,59,N
1568,495,4513,571251.74444,6142638.65594,A,3,4513,300,1568,100,N
1569,495,4513,571440.096024288,6142448.55081843,A,3,4513,300,1569,100,N
4212,495,4513,571782.139845352,6142120.25843186,A,1,4513,300,4212,100,N
4212,495,4513,571782.139845352,6142120.25843186,A,2,4513,300,4212,100,N
4212,495,4513,571782.139845352,6142120.25843186,A,3,4513,300,4212,101,N
4912,495,4513,572022.299142569,6141953.27690624,A,1,4513,300,4912,101,N
4912,495,4513,572022.299142569,6141953.27690624,A,2,4513,300,4912,101,N
1571,495,4513,572320.738858,6141530.68322059,A,1,4513,300,1571,102,N
1571,495,4513,572320.738858,6141530.68322059,A,2,4513,300,1571,102,N
4213,495,4513,572195.127489703,6141727.21170826,A,1,4513,300,4213,102,N
4213,495,4513,572195.127489703,6141727.21170826,A,2,4513,300,4213,102,N
4912,495,4513,572022.299142569,6141953.27690624,A,3,4513,300,4912,102,N
1571,495,4513,572320.738858,6141530.68322059,A,3,4513,300,1571,103,N
1572,495,4513,572488.066178868,6141346.66951869,A,1,4513,300,1572,103,N
1572,495,4513,572488.066178868,6141346.66951869,A,2,4513,300,1572,103,N
4213,495,4513,572195.127489703,6141727.21170826,A,3,4513,300,4213,103,N
1572,495,4513,572488.066178868,6141346.66951869,A,3,4513,300,1572,104,N
1573,495,4513,572749.828186408,6141041.18977921,A,1,4513,300,1573,104,N
1573,495,4513,572749.828186408,6141041.18977921,A,2,4513,300,1573,104,N
1574,495,4513,572843.772257552,6140927.78520753,A,1,4513,300,1574,104,N
1574,495,4513,572843.772257552,6140927.78520753,A,2,4513,300,1574,104,N
1573,495,4513,572749.828186408,6141041.18977921,A,3,4513,300,1573,105,N
1574,495,4513,572843.772257552,6140927.78520753,A,3,4513,300,1574,105,N
1575,495,4513,572975.5225,6140724.00666,A,1,4513,300,1575,105,N
1575,495,4513,572975.5225,6140724.00666,A,2,4513,300,1575,105,N
1575,495,4513,572975.5225,6140724.00666,A,3,4513,300,1575,106,N
3733,495,4513,573097.66752,6140533.30294,A,1,4513,300,3733,106,N
3733,495,4513,573097.66752,6140533.30294,A,2,4513,300,3733,106,N
3734,495,4513,573300.55049,6140350.51549,A,1,4513,300,3734,106,N
3734,495,4513,573300.55049,6140350.51549,A,2,4513,300,3734,106,N
3733,495,4513,573097.66752,6140533.30294,A,3,4513,300,3733,107,N
3734,495,4513,573300.55049,6140350.51549,A,3,4513,300,3734,107,N
3735,495,4513,573457.455,6140071.35599,A,1,4513,300,3735,107,N
3735,495,4513,573457.455,6140071.35599,A,2,4513,300,3735,107,N
563,495,4513,573564.184551105,6139646.07354838,A,1,4513,300,563,108,N
563,495,4513,573564.184551105,6139646.07354838,A,2,4513,300,563,108,N
3735,495,4513,573457.455,6140071.35599,A,3,4513,300,3735,108,N
563,495,4513,573564.184551105,6139646.07354838,A,3,4513,300,563,109,N
564,495,4513,573582.359721282,6139449.70577354,A,1,4513,300,564,109,N
564,495,4513,573582.359721282,6139449.70577354,A,2,4513,300,564,109,N
565,495,4513,573597.84237,6139240.79544,A,1,4513,300,565,109,N
565,495,4513,573597.84237,6139240.79544,A,2,4513,300,565,109,N
564,495,4513,573582.359721282,6139449.70577354,A,3,4513,300,564,110,N
565,495,4513,573597.84237,6139240.79544,A,3,4513,300,565,110,N
4578,495,4513,573621.86156,6138912.21346,A,1,4513,300,4578,110,N
4578,495,4513,573621.86156,6138912.21346,A,2,4513,300,4578,110,N
566,495,4513,573646.546521291,6138622.18417768,A,1,4513,300,566,111,N
566,495,4513,573646.546521291,6138622.18417768,A,2,4513,300,566,111,N
4578,495,4513,573621.86156,6138912.21346,A,3,4513,300,4578,111,N
566,495,4513,573646.546521291,6138622.18417768,A,3,4513,300,566,112,N
3924,495,4513,573659.999208939,6138437.72845703,A,1,4513,300,3924,112,N
3924,495,4513,573659.999208939,6138437.72845703,A,2,4513,300,3924,112,N
570,495,4513,573689.1141,6138092.41239,A,1,4513,300,570,113,N
570,495,4513,573689.1141,6138092.41239,A,2,4513,300,570,113,N
3924,495,4513,573659.999208939,6138437.72845703,A,3,4513,300,3924,113,N
3925,495,4513,573707.15144,6137843.9656,A,1,4513,300,3925,113,N
3925,495,4513,573707.15144,6137843.9656,A,2,4513,300,3925,113,N
570,495,4513,573689.1141,6138092.41239,A,3,4513,300,570,114,N
3925,495,4513,573707.15144,6137843.9656,A,3,4513,300,3925,114,N
4580,495,4513,573730.54153,6137525.19041,A,1,4513,300,4580,114,N
4580,495,4513,573730.54153,6137525.19041,A,2,4513,300,4580,114,N
4580,495,4513,573730.54153,6137525.19041,A,3,4513,300,4580,115,N
4024,495,4513,573836.730965125,6137298.59851415,A,1,4513,300,4024,116,N
4024,495,4513,573836.730965125,6137298.59851415,A,2,4513,300,4024,116,N
4024,495,4513,573836.730965125,6137298.59851415,A,3,4513,300,4024,117,N
4548,495,4513,574387.13545613,6137342.7206133,A,1,4513,300,4548,117,N
4548,495,4513,574387.13545613,6137342.7206133,A,2,4513,300,4548,117,N
4551,495,4513,574142.18571,6137323.42402,A,1,4513,300,4551,117,N
4551,495,4513,574142.18571,6137323.42402,A,2,4513,300,4551,117,N
4026,495,4513,574590.98226,6137424.96387,A,1,4513,300,4026,118,N
4026,495,4513,574590.98226,6137424.96387,A,2,4513,300,4026,118,N
4548,495,4513,574387.13545613,6137342.7206133,A,3,4513,300,4548,118,N
4551,495,4513,574142.18571,6137323.42402,A,3,4513,300,4551,118,N
4026,495,4513,574590.98226,6137424.96387,A,3,4513,300,4026,119,N
4028,495,4513,574761.71149,6137508.80929,A,1,4513,300,4028,119,N
4028,495,4513,574761.71149,6137508.80929,A,2,4513,300,4028,119,N
4028,495,4513,574761.71149,6137508.80929,A,3,4513,300,4028,120,N
4029,495,4513,575221.716178905,6137719.62803649,A,1,4513,300,4029,120,N
4029,495,4513,575221.716178905,6137719.62803649,A,2,4513,300,4029,120,N
4044,495,4513,575051.958272032,6137643.09987583,A,1,4513,300,4044,120,N
4044,495,4513,575051.958272032,6137643.09987583,A,2,4513,300,4044,120,N
3879,495,4513,575470.64297,6137853.83874,A,1,4513,300,3879,121,N
3879,495,4513,575470.64297,6137853.83874,A,2,4513,300,3879,121,N
4029,495,4513,575221.716178905,6137719.62803649,A,3,4513,300,4029,121,N
4044,495,4513,575051.958272032,6137643.09987583,A,3,4513,300,4044,121,N
3879,495,4513,575470.64297,6137853.83874,A,3,4513,300,3879,122,N
4030,495,4513,575709.610514629,6138010.51437016,A,1,4513,300,4030,122,N
4030,495,4513,575709.610514629,6138010.51437016,A,2,4513,300,4030,122,N
3881,495,4513,576157.752801968,6138207.21462363,A,1,4513,300,3881,123,N
3881,495,4513,576157.752801968,6138207.21462363,A,2,4513,300,3881,123,N
4030,495,4513,575709.610514629,6138010.51437016,A,3,4513,300,4030,123,N
3881,495,4513,576157.752801968,6138207.21462363,A,3,4513,300,3881,124,N
2121,495,4513,576584.82136,6138418.04136,A,1,4513,300,2121,125,N
2121,495,4513,576584.82136,6138418.04136,A,2,4513,300,2121,125,N
2121,495,4513,576584.82136,6138418.04136,A,3,4513,300,2121,126,N
2122,495,4513,576800.03089,6138553.19008,A,1,4513,300,2122,126,N
2122,495,4513,576800.03089,6138553.19008,A,2,4513,300,2122,126,N
553,495,4513,577245.849700775,6138605.03863943,A,1,4513,300,553,127,N
553,495,4513,577245.849700775,6138605.03863943,A,2,4513,300,553,127,N
2122,495,4513,576800.03089,6138553.19008,A,3,4513,300,2122,127,N
553,495,4513,577245.849700775,6138605.03863943,A,3,4513,300,553,128,N
554,495,4513,577522.382094567,6138428.08159489,A,1,4513,300,554,128,N
554,495,4513,577522.382094567,6138428.08159489,A,2,4513,300,554,128,N
3067,495,4513,577727.107606,6138292.93574,A,1,4513,300,3067,128,N
3067,495,4513,577727.107606,6138292.93574,A,2,4513,300,3067,128,N
554,495,4513,577522.382094567,6138428.08159489,A,3,4513,300,554,129,N
3068,495,4513,577869.67049,6138184.60832,A,1,4513,300,3068,129,N
3068,495,4513,577869.67049,6138184.60832,A,2,4513,300,3068,129,N
3069,495,4513,578041.211250002,6138140.25081026,A,1,4513,300,3069,129,N
3069,495,4513,578041.211250002,6138140.25081026,A,2,4513,300,3069,129,N
3067,495,4513,577727.107606,6138292.93574,A,3,4513,300,3067,130,N
3068,495,4513,577869.67049,6138184.60832,A,3,4513,300,3068,130,N
3070,495,4513,578259.433770003,6138194.19748026,A,1,4513,300,3070,130,N
3070,495,4513,578259.433770003,6138194.19748026,A,2,4513,300,3070,130,N
3071,495,4513,578417.13978,6138242.66411,A,1,4513,300,3071,130,N
3071,495,4513,578417.13978,6138242.66411,A,2,4513,300,3071,130,N
3072,495,4513,578562.61368,6138290.65209,A,1,4513,300,3072,130,N
3072,495,4513,578562.61368,6138290.65209,A,2,4513,300,3072,130,N
3069,495,4513,578041.211250002,6138140.25081026,A,3,4513,300,3069,131,N
3070,495,4513,578259.433770003,6138194.19748026,A,3,4513,300,3070,131,N
3073,495,4513,578756.61234,6138340.19967,A,1,4513,300,3073,131,N
3073,495,4513,578756.61234,6138340.19967,A,2,4513,300,3073,131,N
3074,495,4513,578976.25374,6138374.98542,A,1,4513,300,3074,131,N
3074,495,4513,578976.25374,6138374.98542,A,2,4513,300,3074,131,N
3071,495,4513,578417.13978,6138242.66411,A,3,4513,300,3071,132,N
3072,495,4513,578562.61368,6138290.65209,A,3,4513,300,3072,132,N
3073,495,4513,578756.61234,6138340.19967,A,3,4513,300,3073,132,N
3075,495,4513,579309.018900856,6138432.58648828,A,1,4513,300,3075,132,N
3075,495,4513,579309.018900856,6138432.58648828,A,2,4513,300,3075,132,N
3074,495,4513,578976.25374,6138374.98542,A,3,4513,300,3074,133,N
3076,495,4513,579674.38687,6138296.40007,A,1,4513,300,3076,133,N
3076,495,4513,579674.38687,6138296.40007,A,2,4513,300,3076,133,N
3075,495,4513,579309.018900856,6138432.58648828,A,3,4513,300,3075,134,N
3077,495,4513,579857.865366237,6138079.91841691,A,1,4513,300,3077,134,N
3077,495,4513,579857.865366237,6138079.91841691,A,2,4513,300,3077,134,N
3076,495,4513,579674.38687,6138296.40007,A,3,4513,300,3076,135,N
3077,495,4513,579857.865366237,6138079.91841691,A,3,4513,300,3077,136,N
3080,495,4512,580023.637129537,6137931.65735705,B,3,4512,1500,3080,150,N
3080,495,4512,580023.637129537,6137931.65735705,B,1,4512,1500,3080,150,N
3080,495,4512,580023.637129537,6137931.65735705,B,2,4512,1500,3080,150,N
3081,495,4512,579886.605021939,6138094.64251533,B,3,4512,1500,3081,151,N
3081,495,4512,579886.605021939,6138094.64251533,B,1,4512,1500,3081,151,N
3081,495,4512,579886.605021939,6138094.64251533,B,2,4512,1500,3081,151,N
3082,495,4512,579705.17438,6138297.7744,B,3,4512,1500,3082,152,N
3082,495,4512,579705.17438,6138297.7744,B,1,4512,1500,3082,152,N
3082,495,4512,579705.17438,6138297.7744,B,2,4512,1500,3082,152,N
3138,495,4512,579391.19358,6138455.82491,B,3,4512,1500,3138,153,N
3138,495,4512,579391.19358,6138455.82491,B,1,4512,1500,3138,153,N
3138,495,4512,579391.19358,6138455.82491,B,2,4512,1500,3138,153,N
3139,495,4512,579036.679794232,6138399.77659591,B,3,4512,1500,3139,154,N
3139,495,4512,579036.679794232,6138399.77659591,B,1,4512,1500,3139,154,N
3139,495,4512,579036.679794232,6138399.77659591,B,2,4512,1500,3139,154,N
3140,495,4512,578802.92779,6138356.50072,B,3,4512,1500,3140,154,N
3140,495,4512,578802.92779,6138356.50072,B,1,4512,1500,3140,154,N
3140,495,4512,578802.92779,6138356.50072,B,2,4512,1500,3140,154,N
3141,495,4512,578602.41998,6138313.80635,B,3,4512,1500,3141,155,N
3141,495,4512,578602.41998,6138313.80635,B,1,4512,1500,3141,155,N
3141,495,4512,578602.41998,6138313.80635,B,2,4512,1500,3141,155,N
3142,495,4512,578453.48817,6138263.31896,B,3,4512,1500,3142,155,N
3142,495,4512,578453.48817,6138263.31896,B,1,4512,1500,3142,155,N
3142,495,4512,578453.48817,6138263.31896,B,2,4512,1500,3142,155,N
3143,495,4512,578305.27985,6138216.61221,B,3,4512,1500,3143,155,N
3143,495,4512,578305.27985,6138216.61221,B,1,4512,1500,3143,155,N
3143,495,4512,578305.27985,6138216.61221,B,2,4512,1500,3143,155,N
3145,495,4512,577966.978804058,6138172.4197526,B,3,4512,1500,3145,156,N
3145,495,4512,577966.978804058,6138172.4197526,B,1,4512,1500,3145,156,N
3145,495,4512,577966.978804058,6138172.4197526,B,2,4512,1500,3145,156,N
3146,495,4512,577743.936593939,6138320.63937029,B,3,4512,1500,3146,157,N
3146,495,4512,577743.936593939,6138320.63937029,B,1,4512,1500,3146,157,N
3146,495,4512,577743.936593939,6138320.63937029,B,2,4512,1500,3146,157,N
3147,495,4512,577529.41841,6138461.35846,B,3,4512,1500,3147,158,N
3147,495,4512,577529.41841,6138461.35846,B,1,4512,1500,3147,158,N
3147,495,4512,577529.41841,6138461.35846,B,2,4512,1500,3147,158,N
2190,495,4512,577082.402222132,6138678.20143454,B,3,4512,1500,2190,159,N
2190,495,4512,577082.402222132,6138678.20143454,B,1,4512,1500,2190,159,N
2190,495,4512,577082.402222132,6138678.20143454,B,2,4512,1500,2190,159,N
3148,495,4512,577285.55251,6138615.29996,B,3,4512,1500,3148,159,N
3148,495,4512,577285.55251,6138615.29996,B,1,4512,1500,3148,159,N
3148,495,4512,577285.55251,6138615.29996,B,2,4512,1500,3148,159,N
2192,495,4512,576649.99827,6138495.60753,B,3,4512,1500,2192,201,N
2192,495,4512,576649.99827,6138495.60753,B,1,4512,1500,2192,201,N
2192,495,4512,576649.99827,6138495.60753,B,2,4512,1500,2192,201,N
2193,495,4512,576190.80595,6138317.02676,B,3,4512,1500,2193,202,N
2193,495,4512,576190.80595,6138317.02676,B,1,4512,1500,2193,202,N
2193,495,4512,576190.80595,6138317.02676,B,2,4512,1500,2193,202,N
6863,495,4512,575832.876073244,6138197.70878697,B,3,4512,1500,6863,204,N
6863,495,4512,575832.876073244,6138197.70878697,B,1,4512,1500,6863,204,N
6863,495,4512,575832.876073244,6138197.70878697,B,2,4512,1500,6863,204,N
2195,495,4512,575691.00797,6137853.59539,B,3,4512,1500,2195,205,N
2195,495,4512,575691.00797,6137853.59539,B,1,4512,1500,2195,205,N
2195,495,4512,575691.00797,6137853.59539,B,2,4512,1500,2195,205,N
6864,495,4512,575884.174711049,6137968.05790842,B,3,4512,1500,6864,205,N
6864,495,4512,575884.174711049,6137968.05790842,B,1,4512,1500,6864,205,N
6864,495,4512,575884.174711049,6137968.05790842,B,2,4512,1500,6864,205,N
2196,495,4512,575457.247003127,6137744.65801733,B,3,4512,1500,2196,206,N
2196,495,4512,575457.247003127,6137744.65801733,B,1,4512,1500,2196,206,N
2196,495,4512,575457.247003127,6137744.65801733,B,2,4512,1500,2196,206,N
2197,495,4512,575228.81329,6137639.14071,B,3,4512,1500,2197,207,N
2197,495,4512,575228.81329,6137639.14071,B,1,4512,1500,2197,207,N
2197,495,4512,575228.81329,6137639.14071,B,2,4512,1500,2197,207,N
4331,495,4512,575017.219030001,6137529.28237013,B,3,4512,1500,4331,208,N
4331,495,4512,575017.219030001,6137529.28237013,B,1,4512,1500,4331,208,N
4331,495,4512,575017.219030001,6137529.28237013,B,2,4512,1500,4331,208,N
2199,495,4512,574753.211310223,6137404.8965424,B,3,4512,1500,2199,209,N
2199,495,4512,574753.211310223,6137404.8965424,B,1,4512,1500,2199,209,N
2199,495,4512,574753.211310223,6137404.8965424,B,2,4512,1500,2199,209,N
2201,495,4512,574446.58828,6137252.98968,B,3,4512,1500,2201,210,N
2201,495,4512,574446.58828,6137252.98968,B,1,4512,1500,2201,210,N
2201,495,4512,574446.58828,6137252.98968,B,2,4512,1500,2201,210,N
2203,495,4512,574199.3718793,6137232.41596855,B,3,4512,1500,2203,211,N
2203,495,4512,574199.3718793,6137232.41596855,B,1,4512,1500,2203,211,N
2203,495,4512,574199.3718793,6137232.41596855,B,2,4512,1500,2203,211,N
2205,495,4512,573889.471382275,6137208.05178757,B,3,4512,1500,2205,212,N
2205,495,4512,573889.471382275,6137208.05178757,B,1,4512,1500,2205,212,N
2205,495,4512,573889.471382275,6137208.05178757,B,2,4512,1500,2205,212,N
3927,495,4512,573843.67279,6137481.00403,B,3,4512,1500,3927,213,N
3927,495,4512,573843.67279,6137481.00403,B,1,4512,1500,3927,213,N
3927,495,4512,573843.67279,6137481.00403,B,2,4512,1500,3927,213,N
3928,495,4512,573813.241924537,6137911.33817305,B,3,4512,1500,3928,214,N
3928,495,4512,573813.241924537,6137911.33817305,B,1,4512,1500,3928,214,N
3928,495,4512,573813.241924537,6137911.33817305,B,2,4512,1500,3928,214,N
3929,495,4512,573792.86725,6138164.58422,B,3,4512,1500,3929,215,N
3929,495,4512,573792.86725,6138164.58422,B,1,4512,1500,3929,215,N
3929,495,4512,573792.86725,6138164.58422,B,2,4512,1500,3929,215,N
3930,495,4512,573771.934618143,6138477.33405769,B,3,4512,1500,3930,215,N
3930,495,4512,573771.934618143,6138477.33405769,B,1,4512,1500,3930,215,N
3930,495,4512,573771.934618143,6138477.33405769,B,2,4512,1500,3930,215,N
567,495,4512,573747.2546,6138746.39352,B,3,4512,1500,567,216,N
567,495,4512,573747.2546,6138746.39352,B,1,4512,1500,567,216,N
567,495,4512,573747.2546,6138746.39352,B,2,4512,1500,567,216,N
568,495,4512,573721.28552,6139095.94276,B,3,4512,1500,568,217,N
568,495,4512,573721.28552,6139095.94276,B,1,4512,1500,568,217,N
568,495,4512,573721.28552,6139095.94276,B,2,4512,1500,568,217,N
569,495,4512,573705.46023,6139299.62682,B,3,4512,1500,569,217,N
569,495,4512,573705.46023,6139299.62682,B,1,4512,1500,569,217,N
