COD_UBIC_P,DESC_LINEA,COD_VARIAN,franja_horaria,cant_viajes
2547,103,2924,18-00,6
2547,103,2925,10-18,24
2547,103,2925,18-00,3
2547,103,2964,00-10,11
2547,103,7437,00-10,12
2547,103,8128,00-10,15
2547,103,8128,10-18,20
2547,103,8128,18-00,19
2547,103SD,7633,00-10,268
2547,106,443,00-10,2
2547,106,446,00-10,1
2547,106,455,00-10,165
2547,106,3297,00-10,14
2547,106,3312,00-10,9
2547,110,522,00-10,161
2547,110,522,10-18,263
2547,110,522,18-00,149
2547,110,523,10-18,2
2547,110,523,18-00,2
2547,110,524,10-18,14
2547,110,524,18-00,12
2547,110,526,10-18,4
2547,110,526,18-00,3
2547,110,540,00-10,786
2547,110,540,10-18,1797
2547,110,540,18-00,414
2547,110,541,00-10,10
2547,110,542,00-10,1
2547,110,542,10-18,23
2547,110,542,18-00,5
2547,110,543,00-10,6
2547,110,543,10-18,56
2547,110,543,18-00,18
2547,110,544,00-10,27
2547,110,544,10-18,6
2547,110,544,18-00,13
2547,110,1922,00-10,33
2547,110,1922,10-18,432
2547,110,1922,18-00,11
2547,111,562,00-10,60
2547,111,562,18-00,74
2547,111,563,00-10,20
2547,111,563,18-00,16
2547,111,564,00-10,24
2547,111,564,10-18,21
2547,111,564,18-00,22
2547,111,565,00-10,20
2547,111,565,10-18,64
2547,111,565,18-00,14
2547,111,566,00-10,29
2547,111,566,10-18,4
2547,111,566,18-00,9
2547,111,571,00-10,230
2547,111,571,10-18,317
2547,111,571,18-00,303
2547,111,572,00-10,77
2547,111,572,10-18,48
2547,111,572,18-00,58
2547,111,7620,00-10,13
2547,111,7918,00-10,78
2547,111,7918,10-18,504
2547,111,8112,00-10,5
2547,112,8009,00-10,25
2547,112,8009,10-18,270
2547,112,8009,18-00,162
2547,115,620,00-10,11
2547,115,621,00-10,120
2547,115,623,00-10,69
2547,115,623,10-18,266
2547,115,623,18-00,121
2547,115,624,00-10,14
2547,115,624,10-18,5
2547,115,624,18-00,2
2547,300,1667,00-10,632
2547,300,1667,10-18,1325
2547,300,1667,18-00,438
2547,300,1668,10-18,1
2547,300,1671,00-10,10
2547,300,1671,10-18,1
2547,300,1672,00-10,28
2547,300,1672,10-18,21
2547,300,1672,18-00,11
2547,300,3241,10-18,1
2547,306,1689,00-10,26
2547,306,1689,10-18,2
2547,306,1761,00-10,284
2547,306,1761,10-18,1125
2547,306,1761,18-00,493
2547,306,1974,00-10,10
2547,306,3088,00-10,43
2547,306,3088,10-18,10
2547,306,3158,18-00,3
2547,306,3236,00-10,39
2547,306,7695,10-18,7
2547,306,7695,18-00,34
2547,306,7878,10-18,1
2547,316,1700,00-10,1
2547,316,1700,10-18,5
2547,316,1700,18-00,3
2547,316,1703,18-00,4
2547,316,1763,00-10,438
2547,316,1763,10-18,945
2547,316,1763,18-00,261
2547,316,3256,10-18,5
2547,316,3256,18-00,1
2547,316,3656,10-18,1
2547,316,3656,18-00,5
2547,316,8195,10-18,1
2547,4,1464,00-10,25
2547,4,1464,18-00,4
2547,402,8,00-10,532
2547,402,8,10-18,817
2547,402,8,18-00,180
2547,402,10,18-00,5
2547,404,20,00-10,462
2547,404,20,10-18,1063
2547,404,20,18-00,439
2547,404,2823,00-10,65
2547,404,2835,00-10,2
2547,404,2929,18-00,1
2547,405,37,00-10,1026
2547,405,37,10-18,1251
2547,405,37,18-00,816
2547,405,48,10-18,23
2547,405,7838,00-10,7
2547,405,8054,00-10,130
2547,405,8054,10-18,840
2547,405,8054,18-00,86
2547,L41,7967,00-10,82
2547,L41,7967,10-18,239
2547,L41,7967,18-00,81
2548,100,242,00-10,440
2548,100,242,10-18,1026
2548,100,242,18-00,332
2548,100,243,00-10,29
2548,100,243,10-18,2
2548,100,243,18-00,6
2548,100,244,00-10,9
2548,100,244,10-18,2
2548,100,245,00-10,10
2548,100,245,10-18,1
2548,100,245,18-00,19
2548,100,246,18-00,2
2548,102,266,00-10,643
2548,102,266,10-18,1240
2548,102,266,18-00,212
2548,102,268,00-10,5
2548,102,268,10-18,16
2548,102,268,18-00,14
2548,102,269,00-10,5
2548,102,269,10-18,17
2548,102,269,18-00,12
2548,102,270,00-10,12
2548,102,270,10-18,14
2548,102,270,18-00,7
2548,102,272,10-18,7
2548,102,272,18-00,11
2548,102,280,00-10,108
2548,102,280,10-18,30
2548,102,280,18-00,69
2548,102,7862,00-10,15
2548,103,339,00-10,100
2548,103,339,10-18,3
2548,103,343,00-10,308
2548,103,343,10-18,1023
2548,103,343,18-00,251
2548,103,344,00-10,29
2548,103,344,10-18,16
2548,103,344,18-00,4
2548,103,345,00-10,2
2548,103,345,10-18,201
2548,103,2167,10-18,38
2548,103,2167,18-00,7
2548,103,2409,00-10,276
2548,103,2409,10-18,732
2548,103,2409,18-00,46
2548,103,2461,00-10,124
2548,103,2461,10-18,11
2548,103,2461,18-00,128
2548,103,2598,00-10,1
2548,103,2599,00-10,4
2548,103,2599,10-18,6
2548,103,2599,18-00,2
2548,103,2600,00-10,1
2548,103,2600,10-18,7
2548,103,2600,18-00,20
2548,103,2601,00-10,4
2548,103,2601,10-18,6
2548,103,2601,18-00,19
2548,103,2866,00-10,93
2548,103,2866,10-18,7
2548,103,2866,18-00,19
2548,103,2867,00-10,3
2548,103,2923,10-18,5
2548,103,2923,18-00,7
2548,103,2924,10-18,36
2548,103,2924,18-00,7
2548,103,2925,10-18,12
2548,103,2925,18-00,2
2548,103,2964,00-10,10
2548,103,7437,00-10,10
2548,103,8128,00-10,16
2548,103,8128,10-18,24
2548,103,8128,18-00,8
2548,106,443,00-10,4
2548,106,455,00-10,140
2548,106,3297,00-10,21
2548,106,3312,00-10,18
2548,106,8045,00-10,2
2548,110,522,00-10,154
2548,110,522,10-18,211
2548,110,522,18-00,91
2548,110,524,10-18,13
2548,110,524,18-00,4
2548,110,526,10-18,4
2548,110,526,18-00,2
2548,110,528,10-18,1
2548,110,540,00-10,577
2548,110,540,10-18,1290
2548,110,540,18-00,288
2548,110,541,00-10,13
2548,110,542,10-18,13
2548,110,542,18-00,3
2548,110,543,00-10,3
2548,110,543,10-18,12
2548,110,543,18-00,16
2548,110,544,00-10,18
2548,110,544,10-18,3
2548,110,544,18-00,8
2548,110,1922,00-10,29
2548,110,1922,10-18,274
2548,110,1922,18-00,19
2548,111,562,00-10,55
2548,111,562,18-00,71
2548,111,563,00-10,14
2548,111,563,18-00,6
2548,111,564,00-10,13
2548,111,564,10-18,8
2548,111,564,18-00,10
2548,111,565,00-10,10
2548,111,565,10-18,60
2548,111,565,18-00,8
2548,111,566,00-10,8
2548,111,566,10-18,3
2548,111,566,18-00,6
2548,111,568,00-10,2
2548,111,571,00-10,167
2548,111,571,10-18,259
2548,111,571,18-00,179
2548,111,572,00-10,38
2548,111,572,10-18,38
2548,111,572,18-00,46
2548,111,7620,00-10,4
2548,111,7918,00-10,60
2548,111,7918,10-18,304
2548,111,8112,00-10,1
2548,112,585,00-10,21
2548,112,587,00-10,19
2548,112,589,00-10,2
2548,112,593,00-10,256
2548,115,618,10-18,1
2548,115,620,00-10,4
2548,115,621,00-10,160
2548,115,623,00-10,48
2548,115,623,10-18,190
2548,115,623,18-00,64
2548,115,624,00-10,22
2548,115,624,10-18,6
2548,115,624,18-00,1
2548,300,1667,00-10,433
2548,300,1667,10-18,1048
2548,300,1667,18-00,370
2548,300,1668,18-00,1
2548,300,1671,00-10,27
2548,300,1672,00-10,23
2548,300,1672,10-18,3
2548,300,1672,18-00,4
2548,306,1689,00-10,13
2548,306,1761,00-10,405
2548,306,1761,10-18,1316
2548,306,1761,18-00,574
2548,306,1974,00-10,33
2548,306,3088,00-10,23
2548,306,3088,10-18,4
2548,306,3158,18-00,2
2548,306,3236,00-10,14
2548,306,3236,10-18,1
2548,306,7695,10-18,1
2548,306,7695,18-00,53
2548,306,7878,10-18,5
2548,316,1700,10-18,2
2548,316,1700,18-00,1
2548,316,1702,18-00,2
2548,316,1703,10-18,2
2548,316,1703,18-00,1
2548,316,1763,00-10,425
2548,316,1763,10-18,743
2548,316,1763,18-00,228
2548,316,3256,00-10,7
2548,316,3256,10-18,9
2548,316,3256,18-00,1
2548,316,3656,18-00,3
2548,4,1464,00-10,9
2548,402,8,00-10,691
2548,402,8,10-18,586
2548,402,8,18-00,143
2548,402,10,10-18,1
2548,402,10,18-00,30
2548,404,20,00-10,313
2548,404,20,10-18,803
2548,404,20,18-00,289
2548,404,2823,00-10,86
2548,404,2835,00-10,3
2548,404,2929,18-00,1
2548,L41,7967,00-10,127
2548,L41,7967,10-18,210
2548,L41,7967,18-00,59
2549,100,242,00-10,134
2549,100,242,10-18,489
2549,100,242,18-00,183
2549,100,243,00-10,3
2549,100,243,10-18,5
2549,100,244,00-10,1
2549,100,244,10-18,1
2549,100,244,18-00,1
2549,100,245,00-10,1
2549,102,266,00-10,207
2549,102,266,10-18,587
2549,102,266,18-00,118
2549,102,268,00-10,4
2549,102,268,10-18,29
2549,102,268,18-00,4
2549,102,269,10-18,22
2549,102,269,18-00,5
2549,102,270,00-10,5
2549,102,270,10-18,7
2549,102,270,18-00,2
2549,102,272,10-18,27
2549,102,280,00-10,22
2549,102,280,10-18,21
2549,102,280,18-00,53
2549,102,7862,00-10,6
2549,103,339,00-10,29
2549,103,343,00-10,105
2549,103,343,10-18,485
2549,103,343,18-00,169
2549,103,344,00-10,6
2549,103,344,10-18,11
2549,103,345,10-18,81
2549,103,2167,00-10,1
2549,103,2167,10-18,21
2549,103,2167,18-00,11
2549,103,2409,00-10,118
2549,103,2409,10-18,480
2549,103,2409,18-00,21
2549,103,2461,00-10,22
2549,103,2461,10-18,10
2549,103,2461,18-00,55
2549,103,2599,10-18,7
2549,103,2599,18-00,7
2549,103,2600,10-18,4
2549,103,2600,18-00,13
2549,103,2601,10-18,1
2549,103,2601,18-00,1
2549,103,2866,00-10,17
2549,103,2866,10-18,8
2549,103,2866,18-00,2
2549,103,2867,00-10,3
2549,103,2923,18-00,4
2549,103,2924,10-18,9
2549,103,2924,18-00,3
2549,103,2925,10-18,8
2549,103,2925,18-00,1
2549,103,2964,00-10,3
2549,103,2964,18-00,1
2549,103,7437,00-10,3
2549,103,8128,00-10,2
2549,103,8128,10-18,16
2549,103,8128,18-00,7
2549,106,455,00-10,44
2549,106,3297,00-10,5
2549,106,8045,00-10,1
2549,110,522,00-10,31
2549,110,522,10-18,158
2549,110,522,18-00,51
2549,110,524,10-18,6
2549,110,524,18-00,11
2549,110,526,10-18,6
2549,110,526,18-00,1
2549,110,540,00-10,200
2549,110,540,10-18,661
2549,110,540,18-00,143
2549,110,541,18-00,2
2549,110,542,10-18,3
2549,110,542,18-00,2
2549,110,543,10-18,39
2549,110,543,18-00,6
2549,110,544,00-10,7
2549,110,544,10-18,1
2549,110,544,18-00,10
2549,110,1922,00-10,1
2549,110,1922,10-18,138
2549,110,1922,18-00,5
2549,111,562,00-10,14
2549,111,562,18-00,35
2549,111,563,00-10,6
2549,111,563,18-00,2
2549,111,564,00-10,2
2549,111,564,10-18,2
2549,111,564,18-00,8
2549,111,565,00-10,4
2549,111,565,10-18,29
2549,111,565,18-00,4
2549,111,566,10-18,4
2549,111,566,18-00,2
2549,111,571,00-10,56
2549,111,571,10-18,144
2549,111,571,18-00,123
2549,111,572,00-10,2
2549,111,572,10-18,11
2549,111,572,18-00,4
2549,111,7620,00-10,4
2549,111,7918,00-10,30
2549,111,7918,10-18,149
2549,111,8112,00-10,1
2549,112,585,00-10,29
2549,112,587,00-10,23
2549,112,589,00-10,2
2549,112,593,00-10,561
2549,113,602,00-10,235
2549,113,602,10-18,9
2549,113,602,18-00,127
2549,113,605,18-00,1
2549,113,606,00-10,7
2549,113,606,18-00,1
2549,113,7705,00-10,573
2549,113,7705,10-18,746
2549,113,7705,18-00,546
2549,113,7902,00-10,146
2549,113,7902,10-18,991
2549,115,620,00-10,1
2549,115,621,00-10,56
2549,115,623,00-10,32
2549,115,623,10-18,96
2549,115,623,18-00,36
2549,115,624,00-10,1
2549,115,624,10-18,5
2549,300,1667,00-10,207
2549,300,1667,10-18,648
2549,300,1667,18-00,221
2549,300,1668,10-18,4
2549,300,1668,18-00,1
2549,300,1669,18-00,1
2549,300,1670,18-00,1
2549,300,1671,00-10,5
2549,300,1672,00-10,4
2549,300,1672,10-18,4
2549,300,1672,18-00,5
2549,316,1700,10-18,2
2549,316,1703,10-18,1
2549,316,1703,18-00,2
2549,316,1763,00-10,155
2549,316,1763,10-18,480
2549,316,1763,18-00,114
2549,316,3256,00-10,1
2549,316,3256,10-18,2
2549,316,3256,18-00,2
2549,4,1464,00-10,2
2549,4,1464,18-00,2
2549,4,2958,18-00,1
2549,404,20,00-10,120
2549,404,20,10-18,533
2549,404,20,18-00,182
2549,404,2823,00-10,41
2549,404,2929,18-00,1
2549,L41,7967,00-10,26
2549,L41,7967,10-18,123
2549,L41,7967,18-00,36
2549,PRUEX_77,8048,00-10,33
2549,PRUEX_77,8048,10-18,212
2549,PRUEX_77,8048,18-00,53
2549,PRUEX_77,8062,18-00,4
2550,L29,3354,00-10,29
2550,L29,3354,10-18,61
2550,L29,3354,18-00,24
2550,L29,3643,00-10,35
2550,L29,3643,10-18,22
2550,L29,3643,18-00,19
2551,147,3359,00-10,144
2551,147,3359,10-18,3
2551,147,3359,18-00,16
2551,147,3389,00-10,207
2551,147,3389,10-18,699
2551,147,3389,18-00,220
2551,147,3433,10-18,18
2551,147,3434,00-10,9
2551,147,3434,10-18,24
2551,147,3434,18-00,21
2551,147,3440,00-10,6
2551,147,3440,10-18,285
2551,147,3440,18-00,41
2551,147,3592,18-00,6
2551,329,7368,00-10,33
2551,329,7726,00-10,168
2551,329,7726,10-18,640
2551,329,7726,18-00,372
2551,329,7728,00-10,199
2551,329,7728,10-18,507
2551,329,7728,18-00,87
2551,329,7747,00-10,20
2551,329,7749,00-10,6
2551,329,7813,10-18,4
2551,329,7813,18-00,19
2551,L29,3353,00-10,326
2551,L29,3353,10-18,492
2551,L29,3353,18-00,155
2551,L29,3597,10-18,22
2551,L29,3644,00-10,165
2551,L29,3644,10-18,144
2551,L29,3644,18-00,15
2552,L29,3353,00-10,105
2552,L29,3353,10-18,299
2552,L29,3353,18-00,83
2552,L29,3597,10-18,1
2552,L29,3644,00-10,72
2552,L29,3644,10-18,89
2552,L29,3644,18-00,21
2553,L29,3354,00-10,115
2553,L29,3354,10-18,177
2553,L29,3354,18-00,46
2553,L29,3643,00-10,54
2553,L29,3643,10-18,81
2553,L29,3643,18-00,7
2554,L29,3353,00-10,151
2554,L29,3353,10-18,339
2554,L29,3353,18-00,101
2554,L29,3597,10-18,6
2554,L29,3644,00-10,154
2554,L29,3644,10-18,111
2554,L29,3644,18-00,17
2555,L29,3353,00-10,48
2555,L29,3353,10-18,70
2555,L29,3353,18-00,23
2555,L29,3597,10-18,2
2555,L29,3644,00-10,27
2555,L29,3644,10-18,25
2555,L29,3644,18-00,6
2556,L29,3354,00-10,63
2556,L29,3354,10-18,85
2556,L29,3354,18-00,18
2556,L29,3643,00-10,26
2556,L29,3643,10-18,24
2556,L29,3643,18-00,6
2557,L29,3354,00-10,72
2557,L29,3354,10-18,180
2557,L29,3354,18-00,45
2557,L29,3643,00-10,59
2557,L29,3643,10-18,74
2557,L29,3643,18-00,22
2558,L29,3353,00-10,10
2558,L29,3353,10-18,29
2558,L29,3353,18-00,15
2558,L29,3597,10-18,1
2558,L29,3644,00-10,2
2558,L29,3644,10-18,20
2558,L29,3644,18-00,4
2559,L29,3354,00-10,51
2559,L29,3354,10-18,121
2559,L29,3354,18-00,40
2559,L29,3643,00-10,4
2559,L29,3643,10-18,22
2559,L29,3643,18-00,5
2560,L29,3353,00-10,2
2560,L29,3353,10-18,29
2560,L29,3644,10-18,1
2560,L29,3644,18-00,2
2562,147,3360,00-10,48
2562,147,3360,10-18,10
2562,147,3360,18-00,48
2562,147,3390,00-10,382
2562,147,3390,10-18,424
2562,147,3390,18-00,78
2562,147,3436,10-18,29
2562,147,3436,18-00,1
2562,147,3437,00-10,54
2562,147,3437,18-00,54
2562,147,3441,00-10,108
2562,147,3441,10-18,182
2562,147,3441,18-00,23
2562,147,3591,10-18,1
2562,147,3591,18-00,6
2562,329,7367,00-10,13
2562,329,7725,00-10,185
2562,329,7725,10-18,112
2562,329,7725,18-00,40
2562,329,7809,00-10,15
2562,329,7809,10-18,92
2562,329,7809,18-00,16
2563,147,3359,00-10,5
2563,147,3389,00-10,7
2563,147,3389,10-18,48
2563,147,3389,18-00,11
2563,147,3434,18-00,2
2563,147,3440,10-18,12
2563,147,3440,18-00,3
2563,329,7368,00-10,1
2563,329,7726,00-10,7
2563,329,7726,10-18,14
2563,329,7726,18-00,9
2563,329,7728,00-10,6
2563,329,7728,10-18,9
2563,329,7728,18-00,2
2563,329,7747,00-10,4
2564,147,3360,00-10,5
2564,147,3360,10-18,9
2564,147,3360,18-00,10
2564,147,3390,00-10,103
2564,147,3390,10-18,115
2564,147,3390,18-00,34
2564,147,3435,10-18,3
2564,147,3435,18-00,1
2564,147,3436,10-18,3
2564,147,3437,00-10,2
2564,147,3437,18-00,18
2564,147,3441,00-10,19
2564,147,3441,10-18,49
2564,147,3441,18-00,4
2564,147,3591,18-00,1
2564,329,7367,00-10,9
2564,329,7725,00-10,281
2564,329,7725,10-18,181
2564,329,7725,18-00,65
2564,329,7741,18-00,4
2564,329,7809,00-10,14
2564,329,7809,10-18,137
2564,329,7809,18-00,23
2565,147,3359,00-10,58
2565,147,3359,10-18,1
2565,147,3359,18-00,4
2565,147,3389,00-10,81
2565,147,3389,10-18,318
2565,147,3389,18-00,79
2565,147,3433,10-18,9
2565,147,3434,00-10,2
2565,147,3434,10-18,3
2565,147,3434,18-00,5
2565,147,3440,00-10,4
2565,147,3440,10-18,130
2565,147,3440,18-00,13
2565,147,3592,18-00,5
2565,329,7368,00-10,12
2565,329,7726,00-10,31
2565,329,7726,10-18,169
2565,329,7726,18-00,76
2565,329,7728,00-10,53
2565,329,7728,10-18,114
2565,329,7728,18-00,37
2565,329,7747,00-10,1
2565,329,7813,10-18,1
2565,329,7813,18-00,14
2566,147,3360,00-10,113
2566,147,3360,10-18,46
2566,147,3360,18-00,56
2566,147,3390,00-10,838
2566,147,3390,10-18,700
2566,147,3390,18-00,178
2566,147,3435,10-18,1
2566,147,3436,10-18,23
2566,147,3436,18-00,6
2566,147,3437,00-10,117
2566,147,3437,10-18,3
2566,147,3437,18-00,57
2566,147,3441,00-10,192
2566,147,3441,10-18,260
2566,147,3441,18-00,38
2566,147,3591,10-18,1
2566,147,3591,18-00,14
2566,329,7367,00-10,53
2566,329,7725,00-10,1070
2566,329,7725,10-18,789
2566,329,7725,18-00,292
2566,329,7809,00-10,82
2566,329,7809,10-18,583
2566,329,7809,18-00,153
2567,L29,3354,00-10,418
2567,L29,3354,10-18,496
2567,L29,3354,18-00,102
2567,L29,3643,00-10,118
2567,L29,3643,10-18,194
2567,L29,3643,18-00,38
2568,147,3360,00-10,52
2568,147,3360,10-18,11
2568,147,3360,18-00,63
2568,147,3390,00-10,465
2568,147,3390,10-18,470
2568,147,3390,18-00,92
2568,147,3435,10-18,1
2568,147,3435,18-00,1
2568,147,3436,10-18,14
2568,147,3437,00-10,44
2568,147,3437,18-00,59
2568,147,3441,00-10,103
2568,147,3441,10-18,156
2568,147,3441,18-00,20
2568,147,3591,10-18,2
2568,147,3591,18-00,13
2568,329,7367,00-10,18
2568,329,7725,00-10,522
2568,329,7725,10-18,437
2568,329,7725,18-00,168
2568,329,7809,00-10,68
2568,329,7809,10-18,319
2568,329,7809,18-00,86
2568,L29,3354,00-10,202
2568,L29,3354,10-18,258
2568,L29,3354,18-00,79
2568,L29,3643,00-10,88
2568,L29,3643,10-18,91
2568,L29,3643,18-00,26
2569,147,3360,00-10,117
2569,147,3360,10-18,88
2569,147,3360,18-00,52
2569,147,3390,00-10,505
2569,147,3390,10-18,477
2569,147,3390,18-00,118
2569,147,3436,10-18,26
2569,147,3436,18-00,12
2569,147,3437,00-10,73
2569,147,3437,10-18,14
2569,147,3437,18-00,65
2569,147,3441,00-10,88
2569,147,3441,10-18,189
2569,147,3441,18-00,18
2569,147,3591,18-00,10
2569,329,7367,00-10,19
2569,329,7725,00-10,523
2569,329,7725,10-18,365
2569,329,7725,18-00,186
2569,329,7741,18-00,2
2569,329,7809,00-10,35
2569,329,7809,10-18,327
2569,329,7809,18-00,91
2569,L29,3354,00-10,234
2569,L29,3354,10-18,439
2569,L29,3354,18-00,74
2569,L29,3643,00-10,124
2569,L29,3643,10-18,116
2569,L29,3643,18-00,30
2570,147,3359,00-10,58
2570,147,3359,10-18,1
2570,147,3359,18-00,15
2570,147,3389,00-10,119
2570,147,3389,10-18,364
2570,147,3389,18-00,91
2570,147,3433,10-18,10
2570,147,3434,00-10,8
2570,147,3434,10-18,17
2570,147,3434,18-00,10
2570,147,3440,00-10,3
2570,147,3440,10-18,145
2570,147,3440,18-00,21
2570,147,3592,18-00,2
2570,174,7720,00-10,302
2570,174,7720,10-18,518
2570,174,7720,18-00,187
2570,174,7722,00-10,120
2570,174,7722,10-18,168
2570,174,7722,18-00,33
2570,174,7761,00-10,9
2570,174,7761,18-00,2
2570,174,7764,10-18,11
2570,174,7764,18-00,2
2570,174,7781,00-10,13
2570,174,7781,10-18,12
2570,174,7781,18-00,21
2570,174,7832,00-10,12
2570,174,7833,10-18,1
2570,174,7833,18-00,6
2570,174,7835,00-10,16
2570,174,7835,10-18,1
2570,L29,3353,00-10,339
2570,L29,3353,10-18,471
2570,L29,3353,18-00,127
2570,L29,3597,10-18,7
2570,L29,3644,00-10,138
2570,L29,3644,10-18,191
2570,L29,3644,18-00,35
2571,147,3360,00-10,2
2571,147,3360,10-18,3
2571,147,3360,18-00,14
2571,147,3390,00-10,83
2571,147,3390,10-18,148
2571,147,3390,18-00,26
2571,147,3435,18-00,1
2571,147,3436,10-18,3
2571,147,3437,00-10,19
2571,147,3437,18-00,5
2571,147,3441,00-10,14
2571,147,3441,10-18,64
2571,147,3441,18-00,5
2571,147,3591,18-00,1
2571,174,7719,00-10,398
2571,174,7719,10-18,301
2571,174,7719,18-00,92
2571,174,7721,00-10,93
2571,174,7721,10-18,79
2571,174,7721,18-00,36
2571,174,7723,00-10,3
2571,174,7753,00-10,10
2571,174,7754,00-10,2
2571,174,7754,18-00,1
2571,174,7755,00-10,3
2571,174,7755,10-18,7
2571,174,7755,18-00,9
2571,174,7758,18-00,2
2571,174,7768,00-10,1
2571,174,7768,10-18,3
2571,174,7768,18-00,6
2571,174,7769,10-18,10
2571,174,7769,18-00,8
2571,174,7774,10-18,1
2571,174,7783,00-10,18
2571,174,7783,10-18,22
2571,174,7783,18-00,4
2571,L29,3354,00-10,81
2571,L29,3354,10-18,185
2571,L29,3354,18-00,52
2571,L29,3643,00-10,57
2571,L29,3643,10-18,88
2571,L29,3643,18-00,18
2573,174,7722,00-10,20
2573,174,7722,10-18,22
2573,174,7722,18-00,5
2573,174,7761,18-00,3
2573,174,7764,18-00,1
2574,174,7721,00-10,39
2574,174,7721,10-18,12
2574,174,7721,18-00,7
2574,174,7769,10-18,2
2574,174,7769,18-00,2
2575,174,7722,00-10,27
2575,174,7722,10-18,15
2575,174,7722,18-00,9
2575,174,7761,00-10,1
2575,174,7764,10-18,1
2576,174,7721,00-10,309
2576,174,7721,10-18,193
2576,174,7721,18-00,35
2576,174,7768,00-10,6
2576,174,7768,10-18,14
2576,174,7768,18-00,2
2576,174,7769,10-18,25
2576,174,7769,18-00,4
2576,174,7773,18-00,1
2576,174,7774,10-18,1
2576,174,7774,18-00,6
2577,174,7722,00-10,5
2577,174,7722,10-18,7
2577,174,7722,18-00,1
2578,174,7721,00-10,63
2578,174,7721,10-18,30
2578,174,7721,18-00,7
2578,174,7768,00-10,2
2578,174,7768,10-18,2
2578,174,7769,10-18,8
2579,174,7722,00-10,2
2579,174,7722,10-18,5
2579,174,7722,18-00,1
2580,174,7721,00-10,72
2580,174,7721,10-18,25
2580,174,7721,18-00,11
2580,174,7768,00-10,1
2580,174,7768,10-18,1
2580,174,7769,10-18,6
2580,174,7769,18-00,1
2580,174,7773,00-10,1
2580,174,7773,18-00,2
2581,G8,3346,00-10,131
2581,G8,3346,10-18,141
2581,G8,3346,18-00,38
2581,G8,3376,10-18,80
2583,G6,7365,00-10,5
2583,G6,7365,10-18,7
2583,G8,3346,00-10,2
2583,G8,3346,10-18,6
2585,G8,3346,00-10,58
2585,G8,3346,10-18,53
2585,G8,3346,18-00,14
2585,G8,3376,10-18,7
2586,G8,3345,00-10,4
2586,G8,3345,10-18,15
2586,G8,3345,18-00,2
2588,G6,7366,00-10,68
2588,G6,7366,10-18,38
2588,G6,7366,18-00,17
2588,G8,3346,00-10,32
2588,G8,3346,10-18,27
2588,G8,3346,18-00,2
2588,G8,3376,10-18,8
2589,G8,3346,00-10,31
2589,G8,3346,10-18,47
2589,G8,3346,18-00,8
2589,G8,3376,10-18,12
2591,G6,7365,00-10,64
2591,G6,7365,10-18,42
2591,G6,7365,18-00,8
2591,G8,3346,00-10,13
2591,G8,3346,10-18,35
2591,G8,3346,18-00,5
2591,G8,3376,10-18,11
2592,115,618,10-18,8
2592,115,620,00-10,211
2592,115,621,00-10,1326
2592,115,623,00-10,586
2592,115,623,10-18,2123
2592,115,623,18-00,446
2592,115,624,00-10,307
2592,115,624,10-18,30
2592,115,624,18-00,27
2592,115,7616,00-10,77
2592,115,7616,10-18,398
2592,115,7616,18-00,290
2592,L41,7967,00-10,1526
2592,L41,7967,10-18,2235
2592,L41,7967,18-00,571
2593,115,618,10-18,4
2593,115,620,00-10,15
2593,115,621,00-10,339
2593,115,623,00-10,162
2593,115,623,10-18,545
2593,115,623,18-00,109
2593,115,624,00-10,46
2593,115,624,10-18,23
2593,115,624,18-00,3
2593,115,7616,00-10,10
2593,115,7616,10-18,112
2593,115,7616,18-00,87
2593,L41,7967,00-10,410
2593,L41,7967,10-18,613
2593,L41,7967,18-00,109
2594,115,617,00-10,4
2594,115,618,00-10,1
2594,115,618,10-18,24
2594,115,618,18-00,20
2594,115,7617,10-18,3
2594,115,7617,18-00,9
2594,L41,7968,00-10,10
2594,L41,7968,10-18,43
2594,L41,7968,18-00,13
2595,115,617,00-10,5
2595,115,617,10-18,5
2595,115,618,00-10,3
2595,115,618,10-18,93
2595,115,618,18-00,49
2595,115,7617,10-18,12
2595,115,7617,18-00,18
2595,L41,7968,00-10,8
2595,L41,7968,10-18,118
2595,L41,7968,18-00,34
2596,115,618,10-18,20
2596,115,618,18-00,17
2596,115,7617,00-10,2
2596,115,7617,10-18,43
2596,115,7617,18-00,4
2596,L41,7968,00-10,5
2596,L41,7968,10-18,31
2596,L41,7968,18-00,7
2597,115,7617,10-18,2
2597,115,7617,18-00,1
2597,L41,7968,18-00,1
2599,115,620,00-10,15
2599,115,621,00-10,312
2599,115,623,00-10,162
2599,115,623,10-18,392
2599,115,623,18-00,66
2599,115,624,00-10,50
2599,115,624,10-18,3
2599,115,624,18-00,2
2599,115,7616,00-10,16
2599,115,7616,10-18,87
2599,115,7616,18-00,41
2599,L41,7967,00-10,203
2599,L41,7967,10-18,471
