COD_UBIC_P,DESC_LINEA,COD_VARIAN,franja_horaria,cant_viajes
2536,103,343,10-18,816
2536,103,343,18-00,231
2536,103,344,00-10,17
2536,103,344,10-18,15
2536,103,344,18-00,1
2536,103,2409,00-10,248
2536,103,2409,10-18,753
2536,103,2409,18-00,37
2536,103,2461,00-10,57
2536,103,2461,10-18,10
2536,103,2461,18-00,96
2536,103,2599,00-10,4
2536,103,2599,10-18,5
2536,103,2599,18-00,5
2536,103,2600,00-10,4
2536,103,2600,10-18,5
2536,103,2600,18-00,25
2536,103,2601,00-10,10
2536,103,2601,10-18,5
2536,103,2601,18-00,20
2536,103,2602,00-10,2
2536,103,2602,10-18,1
2536,103,2602,18-00,18
2536,103,2866,00-10,59
2536,103,2866,10-18,19
2536,103,2866,18-00,5
2536,103,2867,00-10,5
2536,103,2923,10-18,2
2536,103,2923,18-00,2
2536,103,2924,10-18,29
2536,103,2924,18-00,7
2536,103,2925,10-18,12
2536,103,2961,00-10,2
2536,103,2961,10-18,1
2536,103,2964,00-10,10
2536,103,7437,00-10,12
2536,103,8128,00-10,7
2536,103,8128,10-18,24
2536,155,1037,00-10,36
2536,155,1037,10-18,109
2536,155,1037,18-00,30
2536,155,1038,00-10,3
2536,155,1038,10-18,1
2536,155,1038,18-00,2
2536,155,3007,10-18,1
2536,155,8132,10-18,1
2536,316,1700,00-10,2
2536,316,1700,10-18,6
2536,316,1700,18-00,3
2536,316,1763,00-10,338
2536,316,1763,10-18,745
2536,316,1763,18-00,172
2536,316,3256,00-10,4
2536,316,3256,10-18,6
2536,316,3256,18-00,1
2536,316,3656,10-18,2
2536,316,3656,18-00,4
2536,4,1464,00-10,23
2536,4,1464,18-00,1
2536,404,20,00-10,768
2536,404,20,10-18,2016
2536,404,20,18-00,722
2536,404,21,10-18,2
2536,404,21,18-00,2
2536,404,2823,00-10,284
2536,404,2835,00-10,22
2536,404,2929,18-00,8
2536,L36,7997,00-10,14
2536,L36,7997,10-18,89
2536,L36,7997,18-00,70
2537,100,242,00-10,1160
2537,100,242,10-18,1883
2537,100,242,18-00,681
2537,100,243,00-10,29
2537,100,243,10-18,1
2537,100,243,18-00,7
2537,100,244,00-10,24
2537,100,244,10-18,18
2537,100,244,18-00,1
2537,100,245,00-10,13
2537,100,245,10-18,4
2537,100,245,18-00,22
2537,100,246,10-18,1
2537,100,246,18-00,9
2537,100,247,00-10,2
2537,100,247,10-18,3
2537,100,247,18-00,16
2537,103,339,00-10,274
2537,103,339,10-18,4
2537,103,343,00-10,617
2537,103,343,10-18,1695
2537,103,343,18-00,632
2537,103,344,00-10,17
2537,103,344,10-18,37
2537,103,344,18-00,2
2537,103,2409,00-10,636
2537,103,2409,10-18,1495
2537,103,2409,18-00,122
2537,103,2461,00-10,246
2537,103,2461,10-18,30
2537,103,2461,18-00,288
2537,103,2598,00-10,2
2537,103,2599,00-10,9
2537,103,2599,10-18,20
2537,103,2599,18-00,11
2537,103,2600,00-10,4
2537,103,2600,10-18,11
2537,103,2600,18-00,45
2537,103,2601,00-10,18
2537,103,2601,10-18,18
2537,103,2601,18-00,33
2537,103,2602,00-10,4
2537,103,2602,10-18,7
2537,103,2602,18-00,34
2537,103,2866,00-10,131
2537,103,2866,10-18,15
2537,103,2866,18-00,6
2537,103,2867,00-10,24
2537,103,2923,10-18,9
2537,103,2923,18-00,16
2537,103,2924,00-10,4
2537,103,2924,10-18,97
2537,103,2924,18-00,7
2537,103,2925,10-18,10
2537,103,2925,18-00,2
2537,103,2961,00-10,1
2537,103,2964,00-10,30
2537,103,2964,18-00,2
2537,103,7437,00-10,36
2537,103,8128,00-10,25
2537,103,8128,10-18,31
2537,103,8128,18-00,2
2537,103SD,7633,00-10,560
2537,155,1037,00-10,352
2537,155,1037,10-18,793
2537,155,1037,18-00,259
2537,155,1038,00-10,6
2537,155,1038,10-18,22
2537,155,1038,18-00,39
2537,155,1039,10-18,2
2537,155,3007,10-18,8
2537,155,8132,10-18,14
2537,316,1700,10-18,9
2537,316,1700,18-00,6
2537,316,1702,18-00,1
2537,316,1763,00-10,624
2537,316,1763,10-18,1312
2537,316,1763,18-00,407
2537,316,3256,00-10,7
2537,316,3256,10-18,20
2537,316,3256,18-00,6
2537,316,3656,10-18,2
2537,316,3656,18-00,20
2537,316,8195,10-18,1
2537,4,1464,00-10,22
2537,4,1464,18-00,7
2537,4,2958,18-00,3
2537,404,20,00-10,1512
2537,404,20,10-18,2519
2537,404,20,18-00,846
2537,404,21,10-18,8
2537,404,21,18-00,2
2537,404,2823,00-10,393
2537,404,2835,00-10,20
2537,404,2929,18-00,6
2537,D8,1545,00-10,699
2537,D8,1545,10-18,768
2537,D8,1545,18-00,128
2537,D8,2643,10-18,37
2537,D8,2643,18-00,19
2537,D8,3070,00-10,1
2537,D8,3247,00-10,3
2537,D8,3247,18-00,16
2537,L36,7997,00-10,29
2537,L36,7997,10-18,179
2537,L36,7997,18-00,118
2538,100,242,00-10,921
2538,100,242,10-18,1516
2538,100,242,18-00,581
2538,100,243,00-10,10
2538,100,243,10-18,6
2538,100,243,18-00,8
2538,100,244,00-10,17
2538,100,244,10-18,10
2538,100,244,18-00,4
2538,100,245,00-10,16
2538,100,245,10-18,4
2538,100,245,18-00,40
2538,100,246,00-10,5
2538,100,246,18-00,1
2538,100,247,00-10,2
2538,100,247,18-00,5
2538,103,339,00-10,191
2538,103,339,10-18,4
2538,103,343,00-10,570
2538,103,343,10-18,1375
2538,103,343,18-00,478
2538,103,344,00-10,24
2538,103,344,10-18,37
2538,103,344,18-00,2
2538,103,345,00-10,3
2538,103,345,10-18,212
2538,103,2409,00-10,621
2538,103,2409,10-18,1238
2538,103,2409,18-00,61
2538,103,2461,00-10,182
2538,103,2461,10-18,35
2538,103,2461,18-00,244
2538,103,2598,00-10,5
2538,103,2599,00-10,5
2538,103,2599,10-18,17
2538,103,2599,18-00,15
2538,103,2600,00-10,8
2538,103,2600,10-18,3
2538,103,2600,18-00,33
2538,103,2601,00-10,9
2538,103,2601,10-18,14
2538,103,2601,18-00,32
2538,103,2602,00-10,23
2538,103,2602,10-18,1
2538,103,2602,18-00,31
2538,103,2866,00-10,150
2538,103,2866,10-18,10
2538,103,2866,18-00,8
2538,103,2867,00-10,4
2538,103,2923,10-18,4
2538,103,2923,18-00,11
2538,103,2924,00-10,1
2538,103,2924,10-18,51
2538,103,2924,18-00,7
2538,103,2925,10-18,8
2538,103,2925,18-00,1
2538,103,2961,00-10,5
2538,103,2964,00-10,23
2538,103,2964,18-00,4
2538,103,7437,00-10,19
2538,103,8128,00-10,20
2538,103,8128,10-18,32
2538,316,1700,00-10,3
2538,316,1700,10-18,5
2538,316,1763,00-10,657
2538,316,1763,10-18,1003
2538,316,1763,18-00,326
2538,316,3256,00-10,3
2538,316,3256,10-18,7
2538,316,3256,18-00,2
2538,316,3656,00-10,1
2538,316,3656,18-00,19
2538,4,1464,00-10,19
2538,4,1464,18-00,2
2538,404,20,00-10,192
2538,404,20,10-18,508
2538,404,20,18-00,292
2538,404,2823,00-10,56
2538,404,2835,00-10,5
2538,405,37,00-10,1905
2538,405,37,10-18,1738
2538,405,37,18-00,890
2538,405,48,10-18,44
2538,405,7837,00-10,8
2538,405,7837,10-18,2
2538,405,7838,00-10,22
2538,405,8054,00-10,238
2538,405,8054,10-18,923
2538,405,8054,18-00,111
2538,L36,7997,00-10,38
2538,L36,7997,10-18,129
2538,L36,7997,18-00,87
2539,316,1700,00-10,1
2539,316,1763,00-10,123
2539,316,1763,10-18,157
2539,316,1763,18-00,34
2539,316,3256,10-18,2
2539,316,3656,00-10,2
2539,316,3656,18-00,6
2540,100,242,00-10,914
2540,100,242,10-18,1546
2540,100,242,18-00,632
2540,100,243,00-10,28
2540,100,243,10-18,5
2540,100,243,18-00,4
2540,100,244,00-10,20
2540,100,244,10-18,8
2540,100,244,18-00,9
2540,100,245,00-10,24
2540,100,245,10-18,7
2540,100,245,18-00,27
2540,100,246,00-10,2
2540,100,246,10-18,2
2540,100,246,18-00,9
2540,100,247,00-10,6
2540,100,247,10-18,1
2540,100,247,18-00,7
2540,103,339,00-10,188
2540,103,339,10-18,4
2540,103,343,00-10,547
2540,103,343,10-18,1471
2540,103,343,18-00,545
2540,103,344,00-10,21
2540,103,344,10-18,30
2540,103,344,18-00,1
2540,103,345,00-10,6
2540,103,345,10-18,239
2540,103,2409,00-10,485
2540,103,2409,10-18,1341
2540,103,2409,18-00,48
2540,103,2461,00-10,236
2540,103,2461,10-18,28
2540,103,2461,18-00,212
2540,103,2598,00-10,4
2540,103,2599,00-10,2
2540,103,2599,10-18,20
2540,103,2599,18-00,9
2540,103,2600,00-10,2
2540,103,2600,10-18,11
2540,103,2600,18-00,37
2540,103,2601,00-10,13
2540,103,2601,10-18,9
2540,103,2601,18-00,36
2540,103,2602,00-10,2
2540,103,2602,10-18,2
2540,103,2602,18-00,20
2540,103,2866,00-10,127
2540,103,2866,10-18,11
2540,103,2866,18-00,12
2540,103,2867,00-10,11
2540,103,2923,10-18,1
2540,103,2923,18-00,10
2540,103,2924,00-10,3
2540,103,2924,10-18,34
2540,103,2924,18-00,14
2540,103,2925,10-18,7
2540,103,2925,18-00,5
2540,103,2961,00-10,3
2540,103,2964,00-10,20
2540,103,2964,18-00,1
2540,103,7437,00-10,24
2540,103,8128,00-10,16
2540,103,8128,10-18,70
2540,103,8128,18-00,3
2540,103SD,7633,00-10,595
2540,316,1700,00-10,5
2540,316,1700,10-18,6
2540,316,1700,18-00,2
2540,316,1702,18-00,1
2540,316,1763,00-10,596
2540,316,1763,10-18,1197
2540,316,1763,18-00,416
2540,316,3256,00-10,1
2540,316,3256,10-18,2
2540,316,3256,18-00,13
2540,316,3656,10-18,4
2540,316,3656,18-00,8
2540,4,1464,00-10,26
2540,4,1464,18-00,5
2540,4,2958,18-00,2
2540,404,20,00-10,528
2540,404,20,10-18,1544
2540,404,20,18-00,504
2540,404,21,18-00,1
2540,404,2823,00-10,237
2540,404,2835,00-10,2
2540,404,2929,18-00,7
2540,405,37,00-10,1129
2540,405,37,10-18,1185
2540,405,37,18-00,764
2540,405,48,10-18,28
2540,405,7837,10-18,4
2540,405,7838,00-10,10
2540,405,8054,00-10,123
2540,405,8054,10-18,649
2540,405,8054,18-00,85
2540,D8,1545,00-10,626
2540,D8,1545,10-18,643
2540,D8,1545,18-00,149
2540,D8,2643,10-18,40
2540,D8,2643,18-00,17
2540,D8,3070,00-10,4
2540,D8,3247,00-10,4
2540,D8,3247,18-00,12
2540,L36,7997,00-10,34
2540,L36,7997,10-18,132
2540,L36,7997,18-00,76
2541,100,242,00-10,418
2541,100,242,10-18,531
2541,100,242,18-00,239
2541,100,243,00-10,21
2541,100,243,10-18,2
2541,100,243,18-00,3
2541,100,244,00-10,19
2541,100,244,10-18,9
2541,100,244,18-00,6
2541,100,245,00-10,16
2541,100,245,10-18,2
2541,100,245,18-00,9
2541,100,246,00-10,1
2541,100,246,18-00,2
2541,100,247,00-10,2
2541,100,247,18-00,1
2541,103,339,00-10,100
2541,103,339,10-18,3
2541,103,343,00-10,320
2541,103,343,10-18,621
2541,103,343,18-00,281
2541,103,344,00-10,11
2541,103,344,10-18,10
2541,103,345,10-18,86
2541,103,2409,00-10,309
2541,103,2409,10-18,567
2541,103,2409,18-00,27
2541,103,2461,00-10,136
2541,103,2461,10-18,29
2541,103,2461,18-00,134
2541,103,2599,00-10,2
2541,103,2599,10-18,6
2541,103,2599,18-00,5
2541,103,2600,00-10,1
2541,103,2600,10-18,6
2541,103,2600,18-00,10
2541,103,2601,00-10,5
2541,103,2601,10-18,5
2541,103,2601,18-00,23
2541,103,2602,00-10,8
2541,103,2602,10-18,1
2541,103,2602,18-00,7
2541,103,2866,00-10,74
2541,103,2866,10-18,5
2541,103,2866,18-00,8
2541,103,2867,00-10,1
2541,103,2923,10-18,5
2541,103,2923,18-00,7
2541,103,2924,10-18,25
2541,103,2924,18-00,4
2541,103,2925,10-18,10
2541,103,2961,00-10,2
2541,103,2961,10-18,1
2541,103,2964,00-10,26
2541,103,2964,18-00,1
2541,103,7437,00-10,10
2541,103,8128,00-10,7
2541,103,8128,10-18,13
2541,316,1700,10-18,1
2541,316,1763,00-10,346
2541,316,1763,10-18,414
2541,316,1763,18-00,182
2541,316,3256,00-10,1
2541,316,3256,10-18,1
2541,316,3256,18-00,1
2541,316,3656,00-10,1
2541,316,3656,10-18,1
2541,316,3656,18-00,7
2541,4,1464,00-10,14
2541,4,2958,18-00,4
2541,404,20,00-10,305
2541,404,20,10-18,628
2541,404,20,18-00,220
2541,404,21,18-00,1
2541,404,2823,00-10,67
2541,404,2929,18-00,2
2541,405,37,00-10,411
2541,405,37,10-18,462
2541,405,37,18-00,264
2541,405,48,10-18,15
2541,405,7837,00-10,2
2541,405,7838,00-10,3
2541,405,8054,00-10,53
2541,405,8054,10-18,296
2541,405,8054,18-00,24
2541,L36,7997,00-10,12
2541,L36,7997,10-18,76
2541,L36,7997,18-00,44
2542,100,242,00-10,1050
2542,100,242,10-18,1589
2542,100,242,18-00,564
2542,100,243,00-10,47
2542,100,243,10-18,8
2542,100,243,18-00,2
2542,100,244,00-10,15
2542,100,244,10-18,9
2542,100,244,18-00,5
2542,100,245,00-10,14
2542,100,245,10-18,8
2542,100,245,18-00,28
2542,100,246,10-18,4
2542,100,246,18-00,6
2542,100,247,00-10,3
2542,100,247,18-00,10
2542,103,339,00-10,238
2542,103,339,10-18,3
2542,103,343,00-10,579
2542,103,343,10-18,1285
2542,103,343,18-00,488
2542,103,344,00-10,34
2542,103,344,10-18,41
2542,103,345,00-10,5
2542,103,345,10-18,269
2542,103,2409,00-10,613
2542,103,2409,10-18,1209
2542,103,2409,18-00,67
2542,103,2461,00-10,281
2542,103,2461,10-18,30
2542,103,2461,18-00,207
2542,103,2598,00-10,4
2542,103,2599,00-10,11
2542,103,2599,10-18,12
2542,103,2599,18-00,18
2542,103,2600,00-10,4
2542,103,2600,10-18,5
2542,103,2600,18-00,30
2542,103,2601,00-10,11
2542,103,2601,10-18,11
2542,103,2601,18-00,53
2542,103,2602,00-10,6
2542,103,2602,10-18,3
2542,103,2602,18-00,14
2542,103,2866,00-10,149
2542,103,2866,10-18,13
2542,103,2866,18-00,12
2542,103,2867,00-10,13
2542,103,2923,10-18,3
2542,103,2923,18-00,9
2542,103,2924,10-18,44
2542,103,2924,18-00,8
2542,103,2925,10-18,19
2542,103,2925,18-00,3
2542,103,2961,00-10,2
2542,103,2964,00-10,27
2542,103,7437,00-10,44
2542,103,8128,00-10,22
2542,103,8128,10-18,40
2542,103,8128,18-00,1
2542,103SD,7633,00-10,597
2542,316,1700,00-10,3
2542,316,1700,10-18,8
2542,316,1700,18-00,4
2542,316,1702,18-00,5
2542,316,1763,00-10,696
2542,316,1763,10-18,1183
2542,316,1763,18-00,392
2542,316,3256,10-18,8
2542,316,3256,18-00,10
2542,316,3656,10-18,9
2542,316,3656,18-00,11
2542,316,8195,10-18,3
2542,4,1464,00-10,34
2542,4,1464,18-00,5
2542,404,20,00-10,814
2542,404,20,10-18,1210
2542,404,20,18-00,476
2542,404,21,18-00,1
2542,404,2823,00-10,207
2542,404,2835,00-10,8
2542,404,2929,18-00,12
2542,405,37,00-10,899
2542,405,37,10-18,1103
2542,405,37,18-00,553
2542,405,48,10-18,31
2542,405,7838,00-10,10
2542,405,8054,00-10,145
2542,405,8054,10-18,598
2542,405,8054,18-00,76
2542,L36,7997,00-10,40
2542,L36,7997,10-18,136
2542,L36,7997,18-00,74
2543,100,242,00-10,541
2543,100,242,10-18,944
2543,100,242,18-00,361
2543,100,243,00-10,8
2543,100,243,10-18,3
2543,100,243,18-00,3
2543,100,244,00-10,8
2543,100,244,10-18,5
2543,100,244,18-00,3
2543,100,245,00-10,13
2543,100,245,10-18,3
2543,100,245,18-00,15
2543,100,246,10-18,1
2543,100,246,18-00,3
2543,100,247,18-00,1
2543,103,339,00-10,136
2543,103,343,00-10,376
2543,103,343,10-18,817
2543,103,343,18-00,259
2543,103,344,00-10,14
2543,103,344,10-18,31
2543,103,344,18-00,1
2543,103,345,00-10,2
2543,103,345,10-18,130
2543,103,2409,00-10,378
2543,103,2409,10-18,776
2543,103,2409,18-00,40
2543,103,2461,00-10,118
2543,103,2461,10-18,13
2543,103,2461,18-00,157
2543,103,2598,00-10,3
2543,103,2599,00-10,3
2543,103,2599,10-18,9
2543,103,2599,18-00,4
2543,103,2600,00-10,1
2543,103,2600,10-18,4
2543,103,2600,18-00,19
2543,103,2601,00-10,6
2543,103,2601,10-18,3
2543,103,2601,18-00,14
2543,103,2602,00-10,1
2543,103,2602,18-00,2
2543,103,2866,00-10,77
2543,103,2866,10-18,10
2543,103,2866,18-00,15
2543,103,2867,00-10,5
2543,103,2923,10-18,5
2543,103,2923,18-00,8
2543,103,2924,10-18,40
2543,103,2924,18-00,3
2543,103,2925,10-18,5
2543,103,2925,18-00,4
2543,103,2964,00-10,17
2543,103,7437,00-10,11
2543,103,8128,00-10,15
2543,103,8128,10-18,38
2543,316,1700,10-18,4
2543,316,1700,18-00,1
2543,316,1702,18-00,1
2543,316,1763,00-10,429
2543,316,1763,10-18,581
2543,316,1763,18-00,147
2543,316,3256,18-00,1
2543,316,3656,00-10,2
2543,316,3656,18-00,7
2543,316,8195,18-00,1
2543,4,1464,00-10,19
2543,4,2958,18-00,2
2543,404,20,00-10,389
2543,404,20,10-18,701
2543,404,20,18-00,189
2543,404,2823,00-10,87
2543,404,2929,18-00,1
2543,405,37,00-10,435
2543,405,37,10-18,636
2543,405,37,18-00,304
2543,405,48,10-18,18
2543,405,7837,10-18,1
2543,405,7838,00-10,1
2543,405,8054,00-10,81
2543,405,8054,10-18,429
2543,405,8054,18-00,97
2543,L36,7997,00-10,10
2543,L36,7997,10-18,26
2543,L36,7997,18-00,25
2544,100,242,00-10,1826
2544,100,242,10-18,4372
2544,100,242,18-00,1838
2544,100,243,00-10,87
2544,100,243,10-18,18
2544,100,243,18-00,25
2544,100,244,00-10,37
2544,100,244,10-18,9
2544,100,244,18-00,24
2544,100,245,00-10,25
2544,100,245,10-18,12
2544,100,245,18-00,81
2544,100,246,00-10,6
2544,100,246,10-18,7
2544,100,246,18-00,7
2544,103,339,00-10,321
2544,103,339,10-18,10
2544,103,343,00-10,1058
2544,103,343,10-18,3327
2544,103,343,18-00,1267
2544,103,344,00-10,67
2544,103,344,10-18,110
2544,103,344,18-00,13
2544,103,345,00-10,13
2544,103,345,10-18,603
2544,103,2409,00-10,1358
2544,103,2409,10-18,2925
2544,103,2409,18-00,195
2544,103,2461,00-10,332
2544,103,2461,10-18,82
2544,103,2461,18-00,583
2544,103,2598,00-10,15
2544,103,2599,00-10,21
2544,103,2599,10-18,43
2544,103,2599,18-00,38
2544,103,2600,00-10,18
2544,103,2600,10-18,20
2544,103,2600,18-00,87
2544,103,2601,00-10,39
2544,103,2601,10-18,30
2544,103,2601,18-00,64
2544,103,2602,10-18,1
2544,103,2602,18-00,3
2544,103,2866,00-10,342
2544,103,2866,10-18,66
2544,103,2866,18-00,25
2544,103,2867,00-10,27
2544,103,2923,10-18,21
2544,103,2923,18-00,26
2544,103,2924,00-10,2
2544,103,2924,10-18,153
2544,103,2924,18-00,9
2544,103,2925,10-18,40
2544,103,2925,18-00,10
2544,103,2961,00-10,3
2544,103,2964,00-10,31
2544,103,2964,18-00,5
2544,103,7437,00-10,14
2544,103,8128,00-10,43
2544,103,8128,10-18,55
2544,103,8128,18-00,16
2544,103SD,7633,00-10,685
2544,316,1700,10-18,2
2544,316,1700,18-00,1
2544,316,1702,18-00,3
2544,316,1763,00-10,234
2544,316,1763,10-18,517
2544,316,1763,18-00,127
2544,316,3256,00-10,3
2544,316,3256,10-18,5
2544,316,3256,18-00,4
2544,316,3656,10-18,1
2544,316,3656,18-00,3
2544,4,1464,00-10,52
2544,4,1464,10-18,7
2544,4,1464,18-00,23
2544,4,2958,18-00,8
2544,404,20,00-10,333
2544,404,20,10-18,506
2544,404,20,18-00,224
2544,404,2823,00-10,125
2544,404,2835,00-10,9
2544,404,2929,18-00,5
2544,405,37,00-10,336
2544,405,37,10-18,512
2544,405,37,18-00,396
2544,405,48,10-18,14
2544,405,7837,00-10,3
2544,405,7838,00-10,1
2544,405,8054,00-10,61
2544,405,8054,10-18,241
2544,405,8054,18-00,37
2544,L36,7997,00-10,1
2544,L36,7997,10-18,11
2544,L36,7997,18-00,9
2546,100,242,00-10,989
2546,100,242,10-18,1804
2546,100,242,18-00,594
2546,100,243,00-10,32
2546,100,243,10-18,16
2546,100,243,18-00,2
2546,100,244,00-10,20
2546,100,244,10-18,8
2546,100,244,18-00,2
2546,100,245,00-10,14
2546,100,245,10-18,7
2546,100,245,18-00,32
2546,100,246,00-10,2
2546,100,246,18-00,8
2546,102,266,00-10,1129
2546,102,266,10-18,2606
2546,102,266,18-00,548
2546,102,268,00-10,31
2546,102,268,10-18,39
2546,102,268,18-00,43
2546,102,269,00-10,4
2546,102,269,10-18,38
2546,102,269,18-00,15
2546,102,270,00-10,38
2546,102,270,10-18,37
2546,102,270,18-00,22
2546,102,272,10-18,15
2546,102,272,18-00,15
2546,102,276,10-18,2
2546,102,276,18-00,2
2546,102,280,00-10,285
2546,102,280,10-18,81
2546,102,280,18-00,183
2546,102,7862,00-10,46
2546,102,7862,10-18,4
2546,103,339,00-10,204
2546,103,339,10-18,6
2546,103,343,00-10,605
2546,103,343,10-18,1693
2546,103,343,18-00,432
2546,103,344,00-10,58
2546,103,344,10-18,46
2546,103,344,18-00,3
2546,103,345,00-10,2
2546,103,345,10-18,256
2546,103,2167,00-10,1
2546,103,2167,10-18,78
2546,103,2167,18-00,5
2546,103,2409,00-10,686
2546,103,2409,10-18,1427
2546,103,2409,18-00,78
2546,103,2461,00-10,257
2546,103,2461,10-18,26
2546,103,2461,18-00,214
2546,103,2598,00-10,1
2546,103,2599,00-10,5
2546,103,2599,10-18,18
2546,103,2599,18-00,5
2546,103,2600,00-10,4
2546,103,2600,10-18,21
2546,103,2600,18-00,40
2546,103,2601,00-10,5
2546,103,2601,10-18,16
2546,103,2601,18-00,11
2546,103,2866,00-10,138
2546,103,2866,10-18,6
2546,103,2866,18-00,9
2546,103,2867,00-10,7
2546,103,2923,10-18,14
2546,103,2923,18-00,14
2546,103,2924,10-18,50
2546,103,2924,18-00,1
2546,103,2925,10-18,10
2546,103,2925,18-00,4
2546,103,2964,00-10,14
2546,103,2964,18-00,3
2546,103,7437,00-10,19
2546,103,8128,00-10,21
2546,103,8128,10-18,45
2546,103,8128,18-00,16
2546,106,443,00-10,1
2546,106,444,00-10,2
2546,106,455,00-10,358
2546,106,3297,00-10,63
2546,106,3312,00-10,31
2546,106,8045,00-10,2
2546,110,522,00-10,272
2546,110,522,10-18,418
2546,110,522,18-00,194
2546,110,523,10-18,3
2546,110,523,18-00,3
2546,110,524,10-18,22
2546,110,524,18-00,6
2546,110,526,10-18,13
2546,110,526,18-00,2
2546,110,528,10-18,6
2546,110,540,00-10,1294
2546,110,540,10-18,2867
2546,110,540,18-00,558
2546,110,541,00-10,28
2546,110,542,10-18,25
2546,110,542,18-00,9
2546,110,543,00-10,2
2546,110,543,10-18,60
2546,110,543,18-00,36
2546,110,544,00-10,50
2546,110,544,10-18,2
2546,110,544,18-00,17
2546,110,1922,00-10,66
2546,110,1922,10-18,533
2546,110,1922,18-00,46
2546,111,562,00-10,103
2546,111,562,18-00,149
2546,111,563,00-10,23
2546,111,563,18-00,10
2546,111,564,00-10,53
2546,111,564,10-18,26
2546,111,564,18-00,32
2546,111,565,00-10,19
2546,111,565,10-18,97
2546,111,565,18-00,5
2546,111,566,00-10,8
2546,111,566,10-18,3
2546,111,566,18-00,2
2546,111,568,00-10,1
2546,111,571,00-10,402
2546,111,571,10-18,656
2546,111,571,18-00,436
2546,111,572,00-10,72
2546,111,572,10-18,71
2546,111,572,18-00,72
2546,111,7620,00-10,20
2546,111,7918,00-10,148
2546,111,7918,10-18,684
2546,111,8112,00-10,6
2546,111,8112,10-18,2
2546,112,8009,00-10,73
2546,112,8009,10-18,488
2546,112,8009,18-00,108
2546,115,618,10-18,1
2546,115,620,00-10,25
2546,115,621,00-10,272
2546,115,623,00-10,135
2546,115,623,10-18,382
2546,115,623,18-00,148
2546,115,624,00-10,47
2546,115,624,10-18,4
2546,115,624,18-00,2
2546,300,1667,00-10,1018
2546,300,1667,10-18,2165
2546,300,1667,18-00,705
2546,300,1668,10-18,1
2546,300,1670,00-10,2
2546,300,1671,00-10,37
2546,300,1672,00-10,51
2546,300,1672,10-18,7
2546,300,1672,18-00,12
2546,300,3241,10-18,3
2546,306,1689,00-10,17
2546,306,1689,18-00,2
2546,306,1761,00-10,565
2546,306,1761,10-18,2002
2546,306,1761,18-00,802
2546,306,1974,00-10,65
2546,306,3088,00-10,31
2546,306,3088,10-18,6
2546,306,3236,00-10,15
2546,306,7695,18-00,60
2546,306,7878,10-18,1
2546,316,1700,18-00,1
2546,316,1702,18-00,1
2546,316,1703,10-18,1
2546,316,1703,18-00,11
2546,316,1763,00-10,1075
2546,316,1763,10-18,1665
2546,316,1763,18-00,370
2546,316,3256,00-10,1
2546,316,3256,10-18,6
2546,316,3256,18-00,5
2546,316,3656,18-00,6
2546,4,1464,00-10,38
2546,4,1464,18-00,4
2546,4,2958,18-00,2
2546,402,8,00-10,993
2546,402,8,10-18,1502
2546,402,8,18-00,318
2546,402,10,10-18,1
2546,402,10,18-00,4
2546,404,20,00-10,645
2546,404,20,10-18,1924
2546,404,20,18-00,588
2546,404,2823,00-10,312
2546,404,2835,00-10,1
2546,405,37,00-10,1396
2546,405,37,10-18,1457
2546,405,37,18-00,825
2546,405,48,10-18,52
2546,405,48,18-00,1
2546,405,7838,00-10,10
2546,405,8054,00-10,220
2546,405,8054,10-18,857
2546,405,8054,18-00,89
2546,L41,7967,00-10,198
2546,L41,7967,10-18,416
2546,L41,7967,18-00,100
2547,100,242,00-10,582
2547,100,242,10-18,1134
2547,100,242,18-00,544
2547,100,243,00-10,17
2547,100,243,10-18,11
2547,100,243,18-00,5
2547,100,244,00-10,12
2547,100,244,18-00,1
2547,100,245,00-10,16
2547,100,245,10-18,4
2547,100,245,18-00,15
2547,100,246,00-10,3
2547,100,246,10-18,1
2547,100,246,18-00,4
2547,102,266,00-10,545
2547,102,266,10-18,1506
2547,102,266,18-00,366
2547,102,268,00-10,16
2547,102,268,10-18,16
2547,102,268,18-00,29
2547,102,269,00-10,6
2547,102,269,10-18,28
2547,102,269,18-00,26
2547,102,270,00-10,36
2547,102,270,10-18,16
2547,102,270,18-00,16
2547,102,272,10-18,6
2547,102,272,18-00,9
2547,102,276,10-18,1
2547,102,280,00-10,142
2547,102,280,10-18,51
2547,102,280,18-00,124
2547,102,7862,00-10,17
2547,102,7862,10-18,1
2547,102,7862,18-00,4
2547,103,339,00-10,143
2547,103,343,00-10,475
2547,103,343,10-18,1460
2547,103,343,18-00,446
2547,103,344,00-10,28
2547,103,344,10-18,24
2547,103,345,00-10,2
2547,103,345,10-18,236
2547,103,2167,10-18,56
2547,103,2167,18-00,12
2547,103,2409,00-10,523
2547,103,2409,10-18,1275
2547,103,2409,18-00,66
2547,103,2461,00-10,133
2547,103,2461,10-18,18
2547,103,2461,18-00,191
2547,103,2598,00-10,3
2547,103,2599,00-10,5
2547,103,2599,10-18,7
2547,103,2599,18-00,4
2547,103,2600,00-10,2
2547,103,2600,10-18,8
2547,103,2600,18-00,33
2547,103,2601,00-10,16
2547,103,2601,10-18,10
2547,103,2601,18-00,27
2547,103,2866,00-10,136
2547,103,2866,10-18,16
2547,103,2866,18-00,9
2547,103,2867,00-10,9
2547,103,2923,10-18,6
2547,103,2923,18-00,14
2547,103,2924,10-18,42
